"Input invariants"	"Petal permutation"	"Actual invariants"
"{10.,  6., -6., 39.}"	"{-0.3072, -0.2864, -0.3335, -0.3853, -0.4500, -0.4365, -0.4559, -0.4005, -0.2848, -0.3971, -0.3528, -0.4129, -0.4374, -0.3950, -0.4313, -0.5683, -0.2207, -0.3259, -0.4576, -0.1345, -0.2528, -0.2142, -0.3268, -0.1997, -0.2135}"	"{17, 10, 0, 713, {{-7, -1}, {-6, 5}, {-5, -15}, {-4, 33}, {-3, -57}, {-2, 84}, {-1, -106}, {0, 116}, {1, -111}, {2, 92}, {3, -64}, {4, 36}, {5, -12}, {6, -2}, {7, 7}, {8, -6}, {9, 3}, {10, -1}}, {{-5, 1}, {-4, -1}, {-3, -20}, {-2, 83}, {-1, -159}, {0, 193}, {1, -159}, {2, 83}, {3, -20}, {4, -1}, {5, 1}}}"
"{  22.,   14.,    2., 1639.}"	"{-12.4787, -11.5695, -13.4155, -15.5697, -18.4225, -17.6163, -18.2448, -16.0017, -11.5317, -16.1637, -14.1850, -16.4762, -17.5023, -15.8818, -17.4631, -22.9827,  -8.8518, -13.2461, -18.4450,  -5.4967, -10.2763,  -8.6877, -13.1792,  -7.9932,  -8.6478}"	"{15, 10, -2, 55, {{-10, -1}, {-9, 4}, {-8, -8}, {-7, 14}, {-6, -20}, {-5, 22}, {-4, -21}, {-3, 15}, {-2, -6}, {-1, -3}, {0, 11}, {1, -13}, {2, 13}, {3, -9}, {4, 5}, {5, -2}}, {{-5, -1}, {-4, 3}, {-3, -1}, {-2, -7}, {-1, 16}, {0, -19}, {1, 16}, {2, -7}, {3, -1}, {4, 3}, {5, -1}}}"
"{ 7.,  4.,  2., 23.}"	"{-0.1703, -0.1591, -0.1845, -0.2109, -0.2485, -0.2419, -0.2533, -0.2207, -0.1577, -0.2189, -0.1947, -0.2287, -0.2444, -0.2190, -0.2414, -0.3154, -0.1232, -0.1802, -0.2525, -0.0736, -0.1416, -0.1180, -0.1812, -0.1108, -0.1162}"	"{17, 12, 0, 37, {{-7, -1}, {-6, 4}, {-5, -9}, {-4, 17}, {-3, -27}, {-2, 36}, {-1, -38}, {0, 32}, {1, -18}, {3, 17}, {4, -29}, {5, 33}, {6, -29}, {7, 21}, {8, -11}, {9, 4}, {10, -1}}, {{-6, 1}, {-5, -4}, {-4, 4}, {-3, 1}, {-2, -1}, {-1, -6}, {0, 11}, {1, -6}, {2, -1}, {3, 1}, {4, 4}, {5, -4}, {6, 1}}}"
"{ 13.,  12.,  -4., 613.}"	"{-4.6822, -4.3424, -5.0348, -5.8433, -6.9105, -6.6115, -6.8499, -6.0077, -4.3274, -6.0647, -5.3249, -6.1864, -6.5708, -5.9616, -6.5530, -8.6259, -3.3232, -4.9694, -6.9232, -2.0624, -3.8552, -3.2603, -4.9469, -3.0011, -3.2451}"	"{15, 10, -2, 55, {{-10, -1}, {-9, 4}, {-8, -8}, {-7, 14}, {-6, -20}, {-5, 22}, {-4, -21}, {-3, 15}, {-2, -6}, {-1, -3}, {0, 11}, {1, -13}, {2, 13}, {3, -9}, {4, 5}, {5, -2}}, {{-5, -1}, {-4, 3}, {-3, -1}, {-2, -7}, {-1, 16}, {0, -19}, {1, 16}, {2, -7}, {3, -1}, {4, 3}, {5, -1}}}"
"{ 11.,   6.,   4., 117.}"	"{-0.8772, -0.8151, -0.9454, -1.0936, -1.2920, -1.2404, -1.2876, -1.1279, -0.8111, -1.1342, -0.9993, -1.1625, -1.2375, -1.1194, -1.2314, -1.6180, -0.6246, -0.9310, -1.2985, -0.3849, -0.7235, -0.6106, -0.9281, -0.5643, -0.6060}"	"{15, 10, -2, 55, {{-10, -1}, {-9, 4}, {-8, -8}, {-7, 14}, {-6, -20}, {-5, 22}, {-4, -21}, {-3, 15}, {-2, -6}, {-1, -3}, {0, 11}, {1, -13}, {2, 13}, {3, -9}, {4, 5}, {5, -2}}, {{-5, -1}, {-4, 3}, {-3, -1}, {-2, -7}, {-1, 16}, {0, -19}, {1, 16}, {2, -7}, {3, -1}, {4, 3}, {5, -1}}}"
"{19., 10., -2., 19.}"	"{-0.1789, -0.1787, -0.1983, -0.2233, -0.2571, -0.2641, -0.2782, -0.2424, -0.1690, -0.2284, -0.2102, -0.2561, -0.2705, -0.2399, -0.2606, -0.3401, -0.1343, -0.1860, -0.2777, -0.0767, -0.1512, -0.1287, -0.2028, -0.1233, -0.1286}"	"{16, 12, -2, 211, {{-9, 1}, {-8, -3}, {-7, 7}, {-6, -13}, {-5, 21}, {-4, -29}, {-3, 34}, {-2, -35}, {-1, 31}, {0, -24}, {1, 15}, {2, -6}, {3, 1}, {4, 3}, {5, -3}, {6, 2}, {7, -1}}, {{-6, -1}, {-5, 3}, {-4, -6}, {-3, 13}, {-2, -25}, {-1, 37}, {0, -41}, {1, 37}, {2, -25}, {3, 13}, {4, -6}, {5, 3}, {6, -1}}}"
"{18., 12., -2., 63.}"	"{-0.4977, -0.4656, -0.5397, -0.6229, -0.7291, -0.7073, -0.7370, -0.6473, -0.4609, -0.6413, -0.5717, -0.6671, -0.7092, -0.6394, -0.7004, -0.9212, -0.3558, -0.5281, -0.7416, -0.2173, -0.4100, -0.3473, -0.5291, -0.3238, -0.3452}"	"{17, 10, 0, 713, {{-7, -1}, {-6, 5}, {-5, -15}, {-4, 33}, {-3, -57}, {-2, 84}, {-1, -106}, {0, 116}, {1, -111}, {2, 92}, {3, -64}, {4, 36}, {5, -12}, {6, -2}, {7, 7}, {8, -6}, {9, 3}, {10, -1}}, {{-5, 1}, {-4, -1}, {-3, -20}, {-2, 83}, {-1, -159}, {0, 193}, {1, -159}, {2, 83}, {3, -20}, {4, -1}, {5, 1}}}"
"{  26.,   12.,   -2., 1067.}"	"{ -8.1231,  -7.5334,  -8.7359, -10.1381, -11.9903, -11.4713, -11.8822, -10.4215,  -7.5080, -10.5213,  -9.2372, -10.7316, -11.3996, -10.3419, -11.3685, -14.9632,  -5.7638,  -8.6231, -12.0119,  -3.5775,  -6.6884,  -5.6574,  -8.5822,  -5.2060,  -5.6304}"	"{15, 10, -2, 55, {{-10, -1}, {-9, 4}, {-8, -8}, {-7, 14}, {-6, -20}, {-5, 22}, {-4, -21}, {-3, 15}, {-2, -6}, {-1, -3}, {0, 11}, {1, -13}, {2, 13}, {3, -9}, {4, 5}, {5, -2}}, {{-5, -1}, {-4, 3}, {-3, -1}, {-2, -7}, {-1, 16}, {0, -19}, {1, 16}, {2, -7}, {3, -1}, {4, 3}, {5, -1}}}"
"{ 8.,  8.,  4., 29.}"	"{-0.2232, -0.2097, -0.2413, -0.2773, -0.3264, -0.3174, -0.3317, -0.2895, -0.2062, -0.2867, -0.2566, -0.2994, -0.3203, -0.2870, -0.3171, -0.4142, -0.1603, -0.2367, -0.3319, -0.0976, -0.1852, -0.1550, -0.2374, -0.1454, -0.1528}"	"{16, 10, -2, 835, {{-8, -1}, {-7, 5}, {-6, -14}, {-5, 29}, {-4, -49}, {-3, 72}, {-2, -93}, {-1, 108}, {0, -113}, {1, 106}, {2, -89}, {3, 68}, {4, -45}, {5, 26}, {6, -12}, {7, 4}, {8, -1}}, {{-5, 3}, {-4, -20}, {-3, 59}, {-2, -108}, {-1, 147}, {0, -161}, {1, 147}, {2, -108}, {3, 59}, {4, -20}, {5, 3}}}"
"{ 18.,  10.,  -6., 347.}"	"{-2.6548, -2.4645, -2.8576, -3.3163, -3.9163, -3.7527, -3.8896, -3.4116, -2.4551, -3.4385, -3.0225, -3.5142, -3.7319, -3.3839, -3.7162, -4.8935, -1.8863, -2.8179, -3.9304, -1.1689, -2.1852, -1.8507, -2.8082, -1.7045, -1.8413}"	"{15, 10, -2, 55, {{-10, -1}, {-9, 4}, {-8, -8}, {-7, 14}, {-6, -20}, {-5, 22}, {-4, -21}, {-3, 15}, {-2, -6}, {-1, -3}, {0, 11}, {1, -13}, {2, 13}, {3, -9}, {4, 5}, {5, -2}}, {{-5, -1}, {-4, 3}, {-3, -1}, {-2, -7}, {-1, 16}, {0, -19}, {1, 16}, {2, -7}, {3, -1}, {4, 3}, {5, -1}}}"
"{  17.,   10.,   -2., 1859.}"	"{-14.1573, -13.1240, -15.2192, -17.6650, -20.9028, -19.9851, -20.6970, -18.1528, -13.0834, -18.3407, -16.0913, -18.6908, -19.8527, -18.0168, -19.8098, -26.0726, -10.0427, -15.0284, -20.9245,  -6.2375, -11.6587,  -9.8564, -14.9512,  -9.0666,  -9.8122}"	"{15, 10, -2, 55, {{-10, -1}, {-9, 4}, {-8, -8}, {-7, 14}, {-6, -20}, {-5, 22}, {-4, -21}, {-3, 15}, {-2, -6}, {-1, -3}, {0, 11}, {1, -13}, {2, 13}, {3, -9}, {4, 5}, {5, -2}}, {{-5, -1}, {-4, 3}, {-3, -1}, {-2, -7}, {-1, 16}, {0, -19}, {1, 16}, {2, -7}, {3, -1}, {4, 3}, {5, -1}}}"
"{15., 16., -2., 31.}"	"{-0.2693, -0.2596, -0.2937, -0.3377, -0.3929, -0.3881, -0.4064, -0.3561, -0.2516, -0.3465, -0.3129, -0.3697, -0.3931, -0.3523, -0.3854, -0.5059, -0.1963, -0.2841, -0.4084, -0.1169, -0.2245, -0.1902, -0.2923, -0.1793, -0.1900}"	"{14, 10, -2, 303, {{-8, -1}, {-7, 4}, {-6, -9}, {-5, 17}, {-4, -26}, {-3, 35}, {-2, -42}, {-1, 43}, {0, -40}, {1, 34}, {2, -24}, {3, 16}, {4, -8}, {5, 3}, {6, -1}}, {{-5, 1}, {-4, -7}, {-3, 21}, {-2, -39}, {-1, 54}, {0, -59}, {1, 54}, {2, -39}, {3, 21}, {4, -7}, {5, 1}}}"
"{  20.,   12.,    0., 1385.}"	"{-10.5477,  -9.7793, -11.3403, -13.1614, -15.5716, -14.8914, -15.4229, -13.5267,  -9.7477, -13.6627, -11.9908, -13.9282, -14.7952, -13.4250, -14.7607, -19.4267,  -7.4826, -11.1969, -15.5917,  -4.6465,  -8.6857,  -7.3438, -11.1404,  -6.7568,  -7.3096}"	"{15, 10, -2, 55, {{-10, -1}, {-9, 4}, {-8, -8}, {-7, 14}, {-6, -20}, {-5, 22}, {-4, -21}, {-3, 15}, {-2, -6}, {-1, -3}, {0, 11}, {1, -13}, {2, 13}, {3, -9}, {4, 5}, {5, -2}}, {{-5, -1}, {-4, 3}, {-3, -1}, {-2, -7}, {-1, 16}, {0, -19}, {1, 16}, {2, -7}, {3, -1}, {4, 3}, {5, -1}}}"
"{10.,  4., -2., 43.}"	"{-0.3323, -0.3094, -0.3598, -0.4155, -0.4876, -0.4719, -0.4914, -0.4305, -0.3078, -0.4294, -0.3802, -0.4447, -0.4723, -0.4261, -0.4667, -0.6138, -0.2381, -0.3528, -0.4936, -0.1455, -0.2738, -0.2316, -0.3527, -0.2152, -0.2297}"	"{17, 10, -2, 15, {{-9, -1}, {-8, 4}, {-7, -10}, {-6, 19}, {-5, -29}, {-4, 37}, {-3, -38}, {-2, 30}, {-1, -15}, {0, -5}, {1, 25}, {2, -37}, {3, 42}, {4, -37}, {5, 27}, {6, -16}, {7, 7}, {8, -2}}, {{-5, 1}, {-4, -6}, {-3, 13}, {-2, -8}, {-1, -10}, {0, 21}, {1, -10}, {2, -8}, {3, 13}, {4, -6}, {5, 1}}}"
"{ 20.,  12.,   8., 533.}"	"{-4.0500, -3.7582, -4.3571, -5.0527, -5.9759, -5.7206, -5.9274, -5.1974, -3.7434, -5.2431, -4.6071, -5.3525, -5.6894, -5.1581, -5.6728, -7.4624, -2.8748, -4.2994, -5.9898, -1.7821, -3.3367, -2.8202, -4.2796, -2.5973, -2.8050}"	"{15, 10, -2, 55, {{-10, -1}, {-9, 4}, {-8, -8}, {-7, 14}, {-6, -20}, {-5, 22}, {-4, -21}, {-3, 15}, {-2, -6}, {-1, -3}, {0, 11}, {1, -13}, {2, 13}, {3, -9}, {4, 5}, {5, -2}}, {{-5, -1}, {-4, 3}, {-3, -1}, {-2, -7}, {-1, 16}, {0, -19}, {1, 16}, {2, -7}, {3, -1}, {4, 3}, {5, -1}}}"
"{14., 10., -4., 37.}"	"{-0.3040, -0.2860, -0.3305, -0.3812, -0.4440, -0.4337, -0.4531, -0.3980, -0.2821, -0.3916, -0.3505, -0.4110, -0.4360, -0.3926, -0.4289, -0.5644, -0.2187, -0.3222, -0.4549, -0.1327, -0.2509, -0.2126, -0.3245, -0.1991, -0.2117}"	"{16, 10, -2, 835, {{-8, -1}, {-7, 5}, {-6, -14}, {-5, 29}, {-4, -49}, {-3, 72}, {-2, -93}, {-1, 108}, {0, -113}, {1, 106}, {2, -89}, {3, 68}, {4, -45}, {5, 26}, {6, -12}, {7, 4}, {8, -1}}, {{-5, 3}, {-4, -20}, {-3, 59}, {-2, -108}, {-1, 147}, {0, -161}, {1, 147}, {2, -108}, {3, 59}, {4, -20}, {5, 3}}}"
"{ 12.,  12.,   8., 333.}"	"{-2.5322, -2.3502, -2.7233, -3.1571, -3.7354, -3.5758, -3.7062, -3.2489, -2.3398, -3.2772, -2.8805, -3.3461, -3.5576, -3.2249, -3.5485, -4.6662, -1.7977, -2.6874, -3.7436, -1.1140, -2.0872, -1.7620, -2.6750, -1.6239, -1.7522}"	"{15, 10, -2, 55, {{-10, -1}, {-9, 4}, {-8, -8}, {-7, 14}, {-6, -20}, {-5, 22}, {-4, -21}, {-3, 15}, {-2, -6}, {-1, -3}, {0, 11}, {1, -13}, {2, 13}, {3, -9}, {4, 5}, {5, -2}}, {{-5, -1}, {-4, 3}, {-3, -1}, {-2, -7}, {-1, 16}, {0, -19}, {1, 16}, {2, -7}, {3, -1}, {4, 3}, {5, -1}}}"
"{  23.,   18.,    6., 4123.}"	"{-31.3859, -29.0923, -33.7348, -39.1563, -46.3435, -44.2996, -45.8735, -40.2339, -29.0018, -40.6588, -35.6686, -41.4249, -44.0018, -39.9356, -43.9164, -57.7971, -22.2589, -33.3169, -46.3807, -13.8287, -25.8475, -21.8477, -33.1402, -20.0956, -21.7501}"	"{15, 10, -2, 55, {{-10, -1}, {-9, 4}, {-8, -8}, {-7, 14}, {-6, -20}, {-5, 22}, {-4, -21}, {-3, 15}, {-2, -6}, {-1, -3}, {0, 11}, {1, -13}, {2, 13}, {3, -9}, {4, 5}, {5, -2}}, {{-5, -1}, {-4, 3}, {-3, -1}, {-2, -7}, {-1, 16}, {0, -19}, {1, 16}, {2, -7}, {3, -1}, {4, 3}, {5, -1}}}"
"{ 14.,   8.,   2., 347.}"	"{-2.6392, -2.4487, -2.8394, -3.2930, -3.8937, -3.7278, -3.8636, -3.3877, -2.4397, -3.4173, -3.0021, -3.4892, -3.7079, -3.3619, -3.6963, -4.8630, -1.8744, -2.8013, -3.9033, -1.1615, -2.1741, -1.8379, -2.7891, -1.6927, -1.8281}"	"{15, 10, -2, 55, {{-10, -1}, {-9, 4}, {-8, -8}, {-7, 14}, {-6, -20}, {-5, 22}, {-4, -21}, {-3, 15}, {-2, -6}, {-1, -3}, {0, 11}, {1, -13}, {2, 13}, {3, -9}, {4, 5}, {5, -2}}, {{-5, -1}, {-4, 3}, {-3, -1}, {-2, -7}, {-1, 16}, {0, -19}, {1, 16}, {2, -7}, {3, -1}, {4, 3}, {5, -1}}}"
"{ 20.,  14.,  -4., 153.}"	"{-1.1863, -1.1045, -1.2801, -1.4836, -1.7461, -1.6806, -1.7442, -1.5306, -1.0974, -1.5339, -1.3548, -1.5771, -1.6750, -1.5160, -1.6628, -2.1899, -0.8444, -1.2590, -1.7608, -0.5210, -0.9765, -0.8276, -1.2571, -0.7653, -0.8231}"	"{15, 10, -2, 55, {{-10, -1}, {-9, 4}, {-8, -8}, {-7, 14}, {-6, -20}, {-5, 22}, {-4, -21}, {-3, 15}, {-2, -6}, {-1, -3}, {0, 11}, {1, -13}, {2, 13}, {3, -9}, {4, 5}, {5, -2}}, {{-5, -1}, {-4, 3}, {-3, -1}, {-2, -7}, {-1, 16}, {0, -19}, {1, 16}, {2, -7}, {3, -1}, {4, 3}, {5, -1}}}"
"{  24.,   14.,    0., 5525.}"	"{-42.0578, -38.9825, -45.2055, -52.4737, -62.1041, -59.3627, -61.4703, -53.9147, -38.8642, -54.4876, -47.7955, -55.5098, -58.9597, -53.5136, -58.8449, -77.4473, -29.8276, -44.6464, -62.1515, -18.5324, -34.6353, -29.2779, -44.4092, -26.9270, -29.1486}"	"{15, 10, -2, 55, {{-10, -1}, {-9, 4}, {-8, -8}, {-7, 14}, {-6, -20}, {-5, 22}, {-4, -21}, {-3, 15}, {-2, -6}, {-1, -3}, {0, 11}, {1, -13}, {2, 13}, {3, -9}, {4, 5}, {5, -2}}, {{-5, -1}, {-4, 3}, {-3, -1}, {-2, -7}, {-1, 16}, {0, -19}, {1, 16}, {2, -7}, {3, -1}, {4, 3}, {5, -1}}}"
"{  27.,   16.,    0., 2685.}"	"{-20.4457, -18.9542, -21.9792, -25.5110, -30.1872, -28.8621, -29.8895, -26.2156, -18.8943, -26.4857, -23.2394, -26.9922, -28.6712, -26.0193, -28.6095, -37.6539, -14.5021, -21.7038, -30.2194,  -9.0076, -16.8369, -14.2346, -21.5922, -13.0942, -14.1703}"	"{15, 10, -2, 55, {{-10, -1}, {-9, 4}, {-8, -8}, {-7, 14}, {-6, -20}, {-5, 22}, {-4, -21}, {-3, 15}, {-2, -6}, {-1, -3}, {0, 11}, {1, -13}, {2, 13}, {3, -9}, {4, 5}, {5, -2}}, {{-5, -1}, {-4, 3}, {-3, -1}, {-2, -7}, {-1, 16}, {0, -19}, {1, 16}, {2, -7}, {3, -1}, {4, 3}, {5, -1}}}"
"{ 12.,  10.,   2., 231.}"	"{-1.7572, -1.6310, -1.8910, -2.1918, -2.5911, -2.4821, -2.5742, -2.2569, -1.6240, -2.2742, -2.0003, -2.3243, -2.4711, -2.2395, -2.4625, -3.2395, -1.2486, -1.8646, -2.5995, -0.7729, -1.4475, -1.2232, -1.8575, -1.1282, -1.2164}"	"{15, 10, -2, 55, {{-10, -1}, {-9, 4}, {-8, -8}, {-7, 14}, {-6, -20}, {-5, 22}, {-4, -21}, {-3, 15}, {-2, -6}, {-1, -3}, {0, 11}, {1, -13}, {2, 13}, {3, -9}, {4, 5}, {5, -2}}, {{-5, -1}, {-4, 3}, {-3, -1}, {-2, -7}, {-1, 16}, {0, -19}, {1, 16}, {2, -7}, {3, -1}, {4, 3}, {5, -1}}}"
"{ 7.,  6.,  4., 13.}"	"{-0.1071, -0.1046, -0.1169, -0.1320, -0.1546, -0.1555, -0.1645, -0.1423, -0.0999, -0.1370, -0.1244, -0.1496, -0.1596, -0.1413, -0.1562, -0.2021, -0.0798, -0.1120, -0.1626, -0.0466, -0.0909, -0.0753, -0.1182, -0.0718, -0.0740}"	"{13, 8, -2, 147, {{-5, 1}, {-4, -2}, {-3, 4}, {-2, -7}, {-1, 12}, {0, -17}, {1, 20}, {2, -22}, {3, 21}, {4, -17}, {5, 13}, {6, -7}, {7, 3}, {8, -1}}, {{-4, -3}, {-3, 11}, {-2, -20}, {-1, 26}, {0, -27}, {1, 26}, {2, -20}, {3, 11}, {4, -3}}}"
"{ 22.,  18.,   2., 515.}"	"{-3.9364, -3.6539, -4.2352, -4.9130, -5.8071, -5.5612, -5.7631, -5.0543, -3.6384, -5.0958, -4.4802, -5.2050, -5.5311, -5.0149, -5.5129, -7.2550, -2.7943, -4.1781, -5.8242, -1.7325, -3.2414, -2.7418, -4.1609, -2.5260, -2.7276}"	"{15, 10, -2, 55, {{-10, -1}, {-9, 4}, {-8, -8}, {-7, 14}, {-6, -20}, {-5, 22}, {-4, -21}, {-3, 15}, {-2, -6}, {-1, -3}, {0, 11}, {1, -13}, {2, 13}, {3, -9}, {4, 5}, {5, -2}}, {{-5, -1}, {-4, 3}, {-3, -1}, {-2, -7}, {-1, 16}, {0, -19}, {1, 16}, {2, -7}, {3, -1}, {4, 3}, {5, -1}}}"
"{ 17.,   8.,  -6., 339.}"	"{-2.5863, -2.4001, -2.7836, -3.2305, -3.8156, -3.6552, -3.7885, -3.3229, -2.3914, -3.3500, -2.9437, -3.4224, -3.6347, -3.2961, -3.6198, -4.7667, -1.8376, -2.7453, -3.8282, -1.1389, -2.1288, -1.8025, -2.7351, -1.6601, -1.7934}"	"{15, 10, -2, 55, {{-10, -1}, {-9, 4}, {-8, -8}, {-7, 14}, {-6, -20}, {-5, 22}, {-4, -21}, {-3, 15}, {-2, -6}, {-1, -3}, {0, 11}, {1, -13}, {2, 13}, {3, -9}, {4, 5}, {5, -2}}, {{-5, -1}, {-4, 3}, {-3, -1}, {-2, -7}, {-1, 16}, {0, -19}, {1, 16}, {2, -7}, {3, -1}, {4, 3}, {5, -1}}}"
"{  24.,   22.,    8., 1945.}"	"{-14.8116, -13.7332, -15.9225, -18.4784, -21.8668, -20.9087, -21.6542, -18.9915, -13.6865, -19.1843, -16.8371, -19.5543, -20.7739, -18.8503, -20.7300, -27.2804, -10.5057, -15.7224, -21.8923,  -6.5245, -12.1985, -10.3108, -15.6416,  -9.4873, -10.2631}"	"{15, 10, -2, 55, {{-10, -1}, {-9, 4}, {-8, -8}, {-7, 14}, {-6, -20}, {-5, 22}, {-4, -21}, {-3, 15}, {-2, -6}, {-1, -3}, {0, 11}, {1, -13}, {2, 13}, {3, -9}, {4, 5}, {5, -2}}, {{-5, -1}, {-4, 3}, {-3, -1}, {-2, -7}, {-1, 16}, {0, -19}, {1, 16}, {2, -7}, {3, -1}, {4, 3}, {5, -1}}}"
"{ 8.,  4.,  0., 21.}"	"{-0.1592, -0.1493, -0.1731, -0.1980, -0.2321, -0.2267, -0.2381, -0.2080, -0.1479, -0.2051, -0.1828, -0.2153, -0.2294, -0.2057, -0.2258, -0.2955, -0.1158, -0.1684, -0.2372, -0.0691, -0.1324, -0.1108, -0.1701, -0.1040, -0.1096}"	"{17, 12, 0, 37, {{-7, -1}, {-6, 4}, {-5, -9}, {-4, 17}, {-3, -27}, {-2, 36}, {-1, -38}, {0, 32}, {1, -18}, {3, 17}, {4, -29}, {5, 33}, {6, -29}, {7, 21}, {8, -11}, {9, 4}, {10, -1}}, {{-6, 1}, {-5, -4}, {-4, 4}, {-3, 1}, {-2, -1}, {-1, -6}, {0, 11}, {1, -6}, {2, -1}, {3, 1}, {4, 4}, {5, -4}, {6, 1}}}"
"{ 16.,  12.,   2., 483.}"	"{-3.6821, -3.4161, -3.9606, -4.5943, -5.4330, -5.2004, -5.3886, -4.7254, -3.4032, -4.7676, -4.1884, -4.8665, -5.1712, -4.6895, -5.1558, -6.7846, -2.6139, -3.9080, -5.4456, -1.6205, -3.0326, -2.5640, -3.8909, -2.3613, -2.5510}"	"{15, 10, -2, 55, {{-10, -1}, {-9, 4}, {-8, -8}, {-7, 14}, {-6, -20}, {-5, 22}, {-4, -21}, {-3, 15}, {-2, -6}, {-1, -3}, {0, 11}, {1, -13}, {2, 13}, {3, -9}, {4, 5}, {5, -2}}, {{-5, -1}, {-4, 3}, {-3, -1}, {-2, -7}, {-1, 16}, {0, -19}, {1, 16}, {2, -7}, {3, -1}, {4, 3}, {5, -1}}}"
"{  18.,   12.,    0., 1053.}"	"{ -8.0212,  -7.4373,  -8.6239, -10.0083, -11.8406, -11.3244, -11.7297, -10.2874,  -7.4125, -10.3895,  -9.1191, -10.5929, -11.2523, -10.2100, -11.2255, -14.7742,  -5.6907,  -8.5142, -11.8573,  -3.5331,  -6.6051,  -5.5845,  -8.4722,  -5.1389,  -5.5585}"	"{15, 10, -2, 55, {{-10, -1}, {-9, 4}, {-8, -8}, {-7, 14}, {-6, -20}, {-5, 22}, {-4, -21}, {-3, 15}, {-2, -6}, {-1, -3}, {0, 11}, {1, -13}, {2, 13}, {3, -9}, {4, 5}, {5, -2}}, {{-5, -1}, {-4, 3}, {-3, -1}, {-2, -7}, {-1, 16}, {0, -19}, {1, 16}, {2, -7}, {3, -1}, {4, 3}, {5, -1}}}"
"{10.,  4., -2.,  7.}"	"{-0.0728, -0.0739, -0.0813, -0.0889, -0.1022, -0.1088, -0.1168, -0.1002, -0.0699, -0.0926, -0.0854, -0.1080, -0.1137, -0.0993, -0.1080, -0.1387, -0.0569, -0.0741, -0.1136, -0.0304, -0.0631, -0.0529, -0.0850, -0.0512, -0.0525}"	"{15, 14, 0, 601, {{-8, 1}, {-7, -4}, {-6, 10}, {-5, -20}, {-4, 34}, {-3, -50}, {-2, 66}, {-1, -78}, {0, 83}, {1, -78}, {2, 66}, {3, -50}, {4, 33}, {5, -18}, {6, 8}, {7, -2}}, {{-7, -1}, {-6, 5}, {-5, -14}, {-4, 29}, {-3, -49}, {-2, 70}, {-1, -86}, {0, 93}, {1, -86}, {2, 70}, {3, -49}, {4, 29}, {5, -14}, {6, 5}, {7, -1}}}"
"{ 15.,  12.,   2., 115.}"	"{-0.8836, -0.8225, -0.9527, -1.1023, -1.2999, -1.2504, -1.2987, -1.1384, -0.8168, -1.1413, -1.0087, -1.1733, -1.2481, -1.1287, -1.2405, -1.6311, -0.6288, -0.9372, -1.3096, -0.3874, -0.7279, -0.6154, -0.9357, -0.5697, -0.6112}"	"{15, 10, -2, 55, {{-10, -1}, {-9, 4}, {-8, -8}, {-7, 14}, {-6, -20}, {-5, 22}, {-4, -21}, {-3, 15}, {-2, -6}, {-1, -3}, {0, 11}, {1, -13}, {2, 13}, {3, -9}, {4, 5}, {5, -2}}, {{-5, -1}, {-4, 3}, {-3, -1}, {-2, -7}, {-1, 16}, {0, -19}, {1, 16}, {2, -7}, {3, -1}, {4, 3}, {5, -1}}}"
"{ 17.,  16.,   6., 239.}"	"{-1.8237, -1.6951, -1.9637, -2.2751, -2.6881, -2.5778, -2.6739, -2.3441, -1.6856, -2.3586, -2.0783, -2.4142, -2.5683, -2.3256, -2.5582, -3.3638, -1.2956, -1.9356, -2.7000, -0.8017, -1.5027, -1.2700, -1.9288, -1.1723, -1.2621}"	"{15, 10, -2, 55, {{-10, -1}, {-9, 4}, {-8, -8}, {-7, 14}, {-6, -20}, {-5, 22}, {-4, -21}, {-3, 15}, {-2, -6}, {-1, -3}, {0, 11}, {1, -13}, {2, 13}, {3, -9}, {4, 5}, {5, -2}}, {{-5, -1}, {-4, 3}, {-3, -1}, {-2, -7}, {-1, 16}, {0, -19}, {1, 16}, {2, -7}, {3, -1}, {4, 3}, {5, -1}}}"
"{2.3000e+01, 1.2000e+01, 2.0000e+00, 4.5070e+03}"	"{-34.3040, -31.7960, -36.8722, -42.7991, -50.6538, -48.4189, -50.1385, -43.9753, -31.6997, -44.4415, -38.9838, -45.2768, -48.0918, -43.6487, -47.9975, -63.1695, -24.3295, -36.4153, -50.6933, -15.1151, -28.2505, -23.8801, -36.2220, -21.9634, -23.7740}"	"{15, 10, -2, 55, {{-10, -1}, {-9, 4}, {-8, -8}, {-7, 14}, {-6, -20}, {-5, 22}, {-4, -21}, {-3, 15}, {-2, -6}, {-1, -3}, {0, 11}, {1, -13}, {2, 13}, {3, -9}, {4, 5}, {5, -2}}, {{-5, -1}, {-4, 3}, {-3, -1}, {-2, -7}, {-1, 16}, {0, -19}, {1, 16}, {2, -7}, {3, -1}, {4, 3}, {5, -1}}}"
