"Input invariants"	"Petal permutation"	"Actual invariants"
"{ 16.,   8.,  -8., 125.}"	"{-0.0603, -0.0523, -0.0679, -0.0518, -0.0406, -0.0351, -0.0570, -0.0772, -0.0136, -0.0084, -0.0258, -0.0568, -0.0258, -0.0028, -0.0308, -0.0216, -0.0045, -0.0212, -0.0380, -0.0159, -0.0536,  0.3722, -0.0306, -0.0010, -0.0113}"	"{23, 12, 0, 805, {{-14, 1}, {-13, -2}, {-12, 3}, {-11, -4}, {-10, 4}, {-9, -8}, {-8, 19}, {-7, -37}, {-6, 49}, {-5, -43}, {-4, 20}, {-3, 8}, {-2, -22}, {-1, 15}, {0, 15}, {1, -57}, {2, 102}, {3, -133}, {4, 136}, {5, -110}, {6, 68}, {7, -30}, {8, 8}, {9, -1}}, {{-6, 5}, {-5, -27}, {-4, 64}, {-3, -87}, {-2, 87}, {-1, -87}, {0, 91}, {1, -87}, {2, 87}, {3, -87}, {4, 64}, {5, -27}, {6, 5}}}"
"{5., 4., 4., 5.}"	"{-4.9304e-03, -3.6382e-03, -2.9959e-03, -3.1004e-03, -3.5234e-03, -3.1475e-03, -5.6719e-03, -4.5171e-03, -1.7517e-03, -2.6671e-03, -1.1859e-03, -3.5123e-03, -2.2069e-03, -2.2677e-05, -1.0926e-03, -3.1801e-03,  1.7241e-02, -3.3119e-03, -9.9584e-04, -7.3050e-04, -5.1144e-03,  2.0016e-01, -1.0108e-03,  2.1059e-01,  3.6437e-01}"	"{15, 10, 0, 69, {{-11, 1}, {-10, -4}, {-9, 8}, {-8, -10}, {-7, 7}, {-5, -8}, {-4, 16}, {-3, -21}, {-2, 22}, {-1, -19}, {0, 12}, {1, -4}, {3, 2}, {4, -1}}, {{-5, 1}, {-4, -6}, {-3, 13}, {-2, -4}, {-1, -31}, {0, 55}, {1, -31}, {2, -4}, {3, 13}, {4, -6}, {5, 1}}}"
"{  18.,   12.,   -2., 1411.}"	"{-0.6955, -0.5375, -0.7391, -0.5742, -0.4680, -0.3671, -0.6268, -0.8971, -0.1417, -0.1166, -0.3051, -0.6195, -0.3113, -0.0214, -0.3964, -0.2359, -0.0112, -0.2071, -0.4526, -0.1924, -0.5737, -0.0018, -0.3625, -0.0263, -0.1409}"	"{20, 12, -4, 73, {{-15, -1}, {-14, 5}, {-13, -15}, {-12, 26}, {-11, -25}, {-10, 2}, {-9, 38}, {-8, -78}, {-7, 98}, {-6, -89}, {-5, 54}, {-4, -2}, {-3, -50}, {-2, 88}, {-1, -96}, {0, 76}, {1, -41}, {2, 12}, {3, 1}, {4, -3}, {5, 1}}, {{-6, 1}, {-5, 1}, {-4, -5}, {-3, -5}, {-2, 22}, {-1, -14}, {0, 1}, {1, -14}, {2, 22}, {3, -5}, {4, -5}, {5, 1}, {6, 1}}}"
"{ 2.0000e+01,  1.2000e+01, -2.0000e+00,  1.3103e+04}"	"{-6.4766, -4.9708, -6.8573, -5.3319, -4.3386, -3.3961, -5.8235, -8.3684, -1.3249, -1.1048, -2.8505, -5.7721, -2.9123, -0.1973, -3.7164, -2.2000, -0.0815, -1.8928, -4.2353, -1.7869, -5.3178, -0.0572, -3.3854, -0.2517, -1.3469}"	"{18, 12, -4, 285, {{-15, -1}, {-13, 9}, {-12, -30}, {-11, 57}, {-10, -75}, {-9, 69}, {-8, -37}, {-7, -12}, {-6, 65}, {-5, -106}, {-4, 125}, {-3, -116}, {-2, 85}, {-1, -44}, {0, 13}, {1, 1}, {2, -3}, {3, 1}}, {{-6, 1}, {-5, 1}, {-4, -8}, {-2, 37}, {-1, -72}, {0, 83}, {1, -72}, {2, 37}, {4, -8}, {5, 1}, {6, 1}}}"
"{12.,  6.,  2.,  7.}"	"{-0.0077, -0.0071, -0.0071, -0.0051, -0.0057, -0.0045, -0.0081, -0.0077, -0.0027, -0.0035, -0.0023, -0.0061, -0.0031, -0.0011, -0.0017, -0.0064, -0.0006, -0.0048, -0.0019, -0.0012, -0.0085,  0.4475, -0.0005,  0.4445,  0.3739}"	"{14, 8, -2, 187, {{-13, -1}, {-12, 3}, {-11, -5}, {-10, 5}, {-9, -1}, {-8, -7}, {-7, 17}, {-6, -27}, {-5, 34}, {-4, -36}, {-3, 33}, {-2, -24}, {-1, 15}, {0, -7}, {1, 2}}, {{-4, -1}, {-3, 5}, {-2, -17}, {-1, 42}, {0, -57}, {1, 42}, {2, -17}, {3, 5}, {4, -1}}}"
"{2.6000e+01, 1.8000e+01, 4.0000e+00, 9.1410e+03}"	"{-4.5173, -3.4691, -4.7843, -3.7190, -3.0273, -2.3695, -4.0628, -5.8354, -0.9235, -0.7692, -1.9874, -4.0239, -2.0300, -0.1376, -2.5903, -1.5342, -0.0574, -1.3235, -2.9521, -1.2464, -3.7103, -0.0377, -2.3604, -0.1754, -0.9363}"	"{18, 12, -4, 285, {{-15, -1}, {-13, 9}, {-12, -30}, {-11, 57}, {-10, -75}, {-9, 69}, {-8, -37}, {-7, -12}, {-6, 65}, {-5, -106}, {-4, 125}, {-3, -116}, {-2, 85}, {-1, -44}, {0, 13}, {1, 1}, {2, -3}, {3, 1}}, {{-6, 1}, {-5, 1}, {-4, -8}, {-2, 37}, {-1, -72}, {0, 83}, {1, -72}, {2, 37}, {4, -8}, {5, 1}, {6, 1}}}"
"{10., 10.,  6., 63.}"	"{-0.0310, -0.0255, -0.0332, -0.0257, -0.0220, -0.0169, -0.0290, -0.0381, -0.0063, -0.0055, -0.0131, -0.0255, -0.0127, -0.0016, -0.0150, -0.0097, -0.0006, -0.0125, -0.0173, -0.0083, -0.0271,  0.1972, -0.0148, -0.0006, -0.0028}"	"{22, 14, 0, 1445, {{-12, 1}, {-11, -1}, {-10, -8}, {-9, 33}, {-8, -66}, {-7, 71}, {-6, -7}, {-5, -135}, {-4, 312}, {-3, -453}, {-2, 503}, {-1, -444}, {0, 296}, {1, -101}, {2, -79}, {3, 189}, {4, -198}, {5, 132}, {6, -49}, {7, -4}, {8, 16}, {9, -9}, {10, 2}}, {{-7, 1}, {-6, -3}, {-5, -1}, {-4, 29}, {-3, -94}, {-2, 185}, {-1, -267}, {0, 301}, {1, -267}, {2, 185}, {3, -94}, {4, 29}, {5, -1}, {6, -3}, {7, 1}}}"
"{ 14.,  10.,  -2., 283.}"	"{-0.1383, -0.1099, -0.1489, -0.1156, -0.0938, -0.0747, -0.1258, -0.1774, -0.0286, -0.0222, -0.0597, -0.1237, -0.0606, -0.0046, -0.0770, -0.0471, -0.0047, -0.0440, -0.0883, -0.0385, -0.1168,  0.2588, -0.0711, -0.0049, -0.0260}"	"{19, 12, -2, 63, {{-12, -1}, {-11, 2}, {-10, -1}, {-9, -5}, {-8, 14}, {-7, -19}, {-6, 14}, {-5, -2}, {-4, -13}, {-3, 26}, {-2, -31}, {-1, 31}, {0, -22}, {1, 9}, {2, 4}, {3, -9}, {4, 7}, {5, -2}, {6, -2}, {7, 1}}, {{-6, 1}, {-5, 1}, {-4, -5}, {-3, 4}, {-2, -4}, {-1, 11}, {0, -15}, {1, 11}, {2, -4}, {3, 4}, {4, -5}, {5, 1}, {6, 1}}}"
"{  19.,   10.,  -10., 2191.}"	"{-1.0805, -0.8346, -1.1481, -0.8927, -0.7266, -0.5702, -0.9733, -1.3966, -0.2219, -0.1822, -0.4750, -0.9650, -0.4839, -0.0331, -0.6179, -0.3669, -0.0174, -0.3194, -0.7046, -0.2993, -0.8918, -0.0042, -0.5641, -0.0408, -0.2223}"	"{18, 12, -4, 285, {{-15, -1}, {-13, 9}, {-12, -30}, {-11, 57}, {-10, -75}, {-9, 69}, {-8, -37}, {-7, -12}, {-6, 65}, {-5, -106}, {-4, 125}, {-3, -116}, {-2, 85}, {-1, -44}, {0, 13}, {1, 1}, {2, -3}, {3, 1}}, {{-6, 1}, {-5, 1}, {-4, -8}, {-2, 37}, {-1, -72}, {0, 83}, {1, -72}, {2, 37}, {4, -8}, {5, 1}, {6, 1}}}"
"{ 11.,   6.,   0., 185.}"	"{-0.0907, -0.0720, -0.0973, -0.0755, -0.0616, -0.0493, -0.0825, -0.1151, -0.0181, -0.0142, -0.0385, -0.0805, -0.0399, -0.0030, -0.0497, -0.0309, -0.0034, -0.0292, -0.0573, -0.0253, -0.0758,  0.2043, -0.0468, -0.0030, -0.0160}"	"{24, 14, -2, 631, {{-15, 1}, {-14, -2}, {-13, 1}, {-12, 2}, {-11, -4}, {-10, -3}, {-9, 16}, {-8, -20}, {-7, -4}, {-6, 53}, {-5, -98}, {-4, 107}, {-3, -64}, {-2, -16}, {-1, 110}, {0, -190}, {1, 233}, {2, -220}, {3, 155}, {4, -67}, {5, -2}, {6, 30}, {7, -26}, {8, 11}, {9, -2}}, {{-7, -2}, {-6, 6}, {-5, -4}, {-4, -6}, {-3, 35}, {-2, -89}, {-1, 129}, {0, -137}, {1, 129}, {2, -89}, {3, 35}, {4, -6}, {5, -4}, {6, 6}, {7, -2}}}"
"{2.0000e+01, 1.8000e+01, 6.0000e+00, 6.9390e+03}"	"{-3.4291, -2.6327, -3.6314, -2.8226, -2.2980, -1.7983, -3.0839, -4.4286, -0.7010, -0.5845, -1.5084, -3.0539, -1.5408, -0.1046, -1.9659, -1.1638, -0.0434, -1.0053, -2.2402, -0.9458, -2.8164, -0.0288, -1.7910, -0.1330, -0.7101}"	"{18, 12, -4, 285, {{-15, -1}, {-13, 9}, {-12, -30}, {-11, 57}, {-10, -75}, {-9, 69}, {-8, -37}, {-7, -12}, {-6, 65}, {-5, -106}, {-4, 125}, {-3, -116}, {-2, 85}, {-1, -44}, {0, 13}, {1, 1}, {2, -3}, {3, 1}}, {{-6, 1}, {-5, 1}, {-4, -8}, {-2, 37}, {-1, -72}, {0, 83}, {1, -72}, {2, 37}, {4, -8}, {5, 1}, {6, 1}}}"
"{  20.,   12.,    0., 2845.}"	"{-1.4046, -1.0816, -1.4898, -1.1577, -0.9431, -0.7386, -1.2645, -1.8135, -0.2866, -0.2376, -0.6171, -1.2510, -0.6302, -0.0427, -0.8035, -0.4770, -0.0198, -0.4142, -0.9163, -0.3882, -1.1555, -0.0086, -0.7336, -0.0539, -0.2885}"	"{18, 12, -4, 285, {{-15, -1}, {-13, 9}, {-12, -30}, {-11, 57}, {-10, -75}, {-9, 69}, {-8, -37}, {-7, -12}, {-6, 65}, {-5, -106}, {-4, 125}, {-3, -116}, {-2, 85}, {-1, -44}, {0, 13}, {1, 1}, {2, -3}, {3, 1}}, {{-6, 1}, {-5, 1}, {-4, -8}, {-2, 37}, {-1, -72}, {0, 83}, {1, -72}, {2, 37}, {4, -8}, {5, 1}, {6, 1}}}"
"{14., 10., -6., 79.}"	"{-3.7832e-02, -3.4454e-02, -4.3708e-02, -3.2879e-02, -2.5396e-02, -2.2708e-02, -3.6929e-02, -4.8221e-02, -9.4519e-03, -5.6321e-03, -1.6626e-02, -3.6312e-02, -1.5451e-02, -2.1702e-03, -1.8289e-02, -1.3251e-02, -3.3078e-03, -1.5192e-02, -2.3088e-02, -9.4171e-03, -3.5447e-02,  3.3994e-01, -1.8204e-02, -2.7710e-04, -6.8509e-03}"	"{26, 14, -2, 2303, {{-17, 1}, {-16, -2}, {-14, 5}, {-13, 3}, {-12, -52}, {-11, 136}, {-10, -191}, {-9, 141}, {-8, 14}, {-7, -184}, {-6, 259}, {-5, -193}, {-4, 16}, {-3, 215}, {-2, -436}, {-1, 578}, {0, -574}, {1, 420}, {2, -197}, {3, 26}, {4, 33}, {5, -13}, {6, -16}, {7, 20}, {8, -10}, {9, 2}}, {{-7, 6}, {-6, -37}, {-5, 107}, {-4, -195}, {-3, 257}, {-2, -257}, {-1, 206}, {0, -173}, {1, 206}, {2, -257}, {3, 257}, {4, -195}, {5, 107}, {6, -37}, {7, 6}}}"
"{4., 2., 0., 5.}"	"{-0.0038, -0.0030, -0.0026, -0.0025, -0.0024, -0.0024, -0.0046, -0.0030, -0.0012, -0.0022, -0.0012, -0.0033, -0.0014, -0.0005, -0.0007, -0.0022, -0.0007, -0.0024, -0.0006, -0.0004, -0.0040,  0.1792, -0.0006,  0.1362,  0.2248}"	"{17, 14, 6, 755, {{-2, -1}, {-1, 4}, {0, -15}, {1, 39}, {2, -72}, {3, 107}, {4, -131}, {5, 138}, {6, -124}, {7, 95}, {8, -57}, {9, 20}, {10, 6}, {11, -16}, {12, 14}, {13, -8}, {14, 3}, {15, -1}}, {{-7, 1}, {-6, -6}, {-5, 22}, {-4, -50}, {-3, 78}, {-2, -90}, {-1, 88}, {0, -85}, {1, 88}, {2, -90}, {3, 78}, {4, -50}, {5, 22}, {6, -6}, {7, 1}}}"
"{1.9000e+01, 1.6000e+01, 8.0000e+00, 1.1949e+04}"	"{-5.9065, -4.5320, -6.2526, -4.8613, -3.9566, -3.0956, -5.3108, -7.6302, -1.2076, -1.0079, -2.5993, -5.2612, -2.6560, -0.1797, -3.3889, -2.0057, -0.0730, -1.7273, -3.8618, -1.6292, -4.8487, -0.0531, -3.0866, -0.2300, -1.2267}"	"{18, 12, -4, 285, {{-15, -1}, {-13, 9}, {-12, -30}, {-11, 57}, {-10, -75}, {-9, 69}, {-8, -37}, {-7, -12}, {-6, 65}, {-5, -106}, {-4, 125}, {-3, -116}, {-2, 85}, {-1, -44}, {0, 13}, {1, 1}, {2, -3}, {3, 1}}, {{-6, 1}, {-5, 1}, {-4, -8}, {-2, 37}, {-1, -72}, {0, 83}, {1, -72}, {2, 37}, {4, -8}, {5, 1}, {6, 1}}}"
"{  20.,   16.,   -4., 1869.}"	"{-0.9212, -0.7115, -0.9788, -0.7608, -0.6198, -0.4858, -0.8301, -1.1896, -0.1887, -0.1554, -0.4047, -0.8213, -0.4121, -0.0282, -0.5260, -0.3121, -0.0145, -0.2738, -0.5999, -0.2548, -0.7605, -0.0032, -0.4798, -0.0348, -0.1880}"	"{20, 12, -4, 73, {{-15, -1}, {-14, 5}, {-13, -15}, {-12, 26}, {-11, -25}, {-10, 2}, {-9, 38}, {-8, -78}, {-7, 98}, {-6, -89}, {-5, 54}, {-4, -2}, {-3, -50}, {-2, 88}, {-1, -96}, {0, 76}, {1, -41}, {2, 12}, {3, 1}, {4, -3}, {5, 1}}, {{-6, 1}, {-5, 1}, {-4, -5}, {-3, -5}, {-2, 22}, {-1, -14}, {0, 1}, {1, -14}, {2, 22}, {3, -5}, {4, -5}, {5, 1}, {6, 1}}}"
"{12.,  6.,  0.,  5.}"	"{-0.0073, -0.0075, -0.0068, -0.0051, -0.0053, -0.0046, -0.0077, -0.0073, -0.0031, -0.0037, -0.0028, -0.0060, -0.0031, -0.0009, -0.0017, -0.0070, -0.0007, -0.0045, -0.0022, -0.0009, -0.0090,  0.5322,  0.0867,  0.5288,  0.3189}"	"{6, 4, 0, 9, {{-1, -1}, {0, 2}, {1, -1}, {2, 2}, {3, -1}, {4, 1}, {5, -1}}, {{-2, 1}, {-1, -2}, {0, 3}, {1, -2}, {2, 1}}}"
"{2.9000e+01, 2.0000e+01, 4.0000e+00, 2.1237e+04}"	"{-10.4978,  -8.0555, -11.1138,  -8.6412,  -7.0319,  -5.5030,  -9.4387, -13.5645,  -2.1475,  -1.7915,  -4.6206,  -9.3542,  -4.7204,  -0.3195,  -6.0247,  -3.5658,  -0.1302,  -3.0677,  -6.8651,  -2.8960,  -8.6183,  -0.0948,  -5.4875,  -0.4084,  -2.1837}"	"{18, 12, -4, 285, {{-15, -1}, {-13, 9}, {-12, -30}, {-11, 57}, {-10, -75}, {-9, 69}, {-8, -37}, {-7, -12}, {-6, 65}, {-5, -106}, {-4, 125}, {-3, -116}, {-2, 85}, {-1, -44}, {0, 13}, {1, 1}, {2, -3}, {3, 1}}, {{-6, 1}, {-5, 1}, {-4, -8}, {-2, 37}, {-1, -72}, {0, 83}, {1, -72}, {2, 37}, {4, -8}, {5, 1}, {6, 1}}}"
"{2.6000e+01, 2.2000e+01, 1.2000e+01, 1.2233e+04}"	"{-6.0468, -4.6401, -6.4014, -4.9766, -4.0508, -3.1694, -5.4372, -7.8105, -1.2356, -1.0313, -2.6606, -5.3849, -2.7184, -0.1839, -3.4685, -2.0533, -0.0747, -1.7695, -3.9526, -1.6677, -4.9637, -0.0537, -3.1596, -0.2354, -1.2547}"	"{18, 12, -4, 285, {{-15, -1}, {-13, 9}, {-12, -30}, {-11, 57}, {-10, -75}, {-9, 69}, {-8, -37}, {-7, -12}, {-6, 65}, {-5, -106}, {-4, 125}, {-3, -116}, {-2, 85}, {-1, -44}, {0, 13}, {1, 1}, {2, -3}, {3, 1}}, {{-6, 1}, {-5, 1}, {-4, -8}, {-2, 37}, {-1, -72}, {0, 83}, {1, -72}, {2, 37}, {4, -8}, {5, 1}, {6, 1}}}"
"{ 22.,  14.,   0., 153.}"	"{-0.0736, -0.0628, -0.0820, -0.0621, -0.0509, -0.0414, -0.0697, -0.0945, -0.0156, -0.0109, -0.0320, -0.0661, -0.0309, -0.0033, -0.0383, -0.0258, -0.0034, -0.0269, -0.0456, -0.0201, -0.0651,  0.4012, -0.0375, -0.0019, -0.0122}"	"{25, 14, -2, 1403, {{-15, 1}, {-14, -2}, {-13, 2}, {-12, -2}, {-11, 5}, {-10, -20}, {-9, 54}, {-8, -102}, {-7, 133}, {-6, -112}, {-5, 33}, {-4, 69}, {-3, -137}, {-2, 134}, {-1, -56}, {0, -69}, {1, 204}, {2, -302}, {3, 326}, {4, -266}, {5, 155}, {6, -50}, {7, -8}, {8, 19}, {9, -10}, {10, 2}}, {{-7, 5}, {-6, -29}, {-5, 78}, {-4, -133}, {-3, 167}, {-2, -155}, {-1, 101}, {0, -67}, {1, 101}, {2, -155}, {3, 167}, {4, -133}, {5, 78}, {6, -29}, {7, 5}}}"
"{  17.,   12.,   -6., 1423.}"	"{-0.7012, -0.5425, -0.7456, -0.5799, -0.4723, -0.3705, -0.6322, -0.9059, -0.1437, -0.1181, -0.3079, -0.6259, -0.3135, -0.0214, -0.4002, -0.2377, -0.0120, -0.2086, -0.4564, -0.1944, -0.5797, -0.0015, -0.3653, -0.0262, -0.1429}"	"{20, 12, -4, 73, {{-15, -1}, {-14, 5}, {-13, -15}, {-12, 26}, {-11, -25}, {-10, 2}, {-9, 38}, {-8, -78}, {-7, 98}, {-6, -89}, {-5, 54}, {-4, -2}, {-3, -50}, {-2, 88}, {-1, -96}, {0, 76}, {1, -41}, {2, 12}, {3, 1}, {4, -3}, {5, 1}}, {{-6, 1}, {-5, 1}, {-4, -5}, {-3, -5}, {-2, 22}, {-1, -14}, {0, 1}, {1, -14}, {2, 22}, {3, -5}, {4, -5}, {5, 1}, {6, 1}}}"
"{1.9000e+01, 1.2000e+01, 2.0000e+00, 2.8510e+03}"	"{-1.4078, -1.0832, -1.4925, -1.1598, -0.9447, -0.7399, -1.2672, -1.8171, -0.2872, -0.2384, -0.6185, -1.2533, -0.6317, -0.0429, -0.8054, -0.4780, -0.0193, -0.4151, -0.9184, -0.3887, -1.1575, -0.0090, -0.7349, -0.0542, -0.2889}"	"{18, 12, -4, 285, {{-15, -1}, {-13, 9}, {-12, -30}, {-11, 57}, {-10, -75}, {-9, 69}, {-8, -37}, {-7, -12}, {-6, 65}, {-5, -106}, {-4, 125}, {-3, -116}, {-2, 85}, {-1, -44}, {0, 13}, {1, 1}, {2, -3}, {3, 1}}, {{-6, 1}, {-5, 1}, {-4, -8}, {-2, 37}, {-1, -72}, {0, 83}, {1, -72}, {2, 37}, {4, -8}, {5, 1}, {6, 1}}}"
"{ 1.9000e+01,  1.4000e+01, -2.0000e+00,  1.8615e+04}"	"{ -9.2020,  -7.0604,  -9.7415,  -7.5748,  -6.1634,  -4.8236,  -8.2733, -11.8906,  -1.8829,  -1.5713,  -4.0507,  -8.2010,  -4.1384,  -0.2801,  -5.2817,  -3.1254,  -0.1143,  -2.6876,  -6.0184,  -2.5385,  -7.5544,  -0.0836,  -4.8100,  -0.3580,  -1.9155}"	"{18, 12, -4, 285, {{-15, -1}, {-13, 9}, {-12, -30}, {-11, 57}, {-10, -75}, {-9, 69}, {-8, -37}, {-7, -12}, {-6, 65}, {-5, -106}, {-4, 125}, {-3, -116}, {-2, 85}, {-1, -44}, {0, 13}, {1, 1}, {2, -3}, {3, 1}}, {{-6, 1}, {-5, 1}, {-4, -8}, {-2, 37}, {-1, -72}, {0, 83}, {1, -72}, {2, 37}, {4, -8}, {5, 1}, {6, 1}}}"
"{ 2.3000e+01,  1.8000e+01, -2.0000e+00,  7.0030e+03}"	"{-3.4599, -2.6583, -3.6657, -2.8497, -2.3195, -1.8158, -3.1121, -4.4699, -0.7080, -0.5891, -1.5224, -3.0833, -1.5541, -0.1054, -1.9837, -1.1745, -0.0452, -1.0144, -2.2607, -0.9548, -2.8435, -0.0274, -1.8071, -0.1338, -0.7171}"	"{18, 12, -4, 285, {{-15, -1}, {-13, 9}, {-12, -30}, {-11, 57}, {-10, -75}, {-9, 69}, {-8, -37}, {-7, -12}, {-6, 65}, {-5, -106}, {-4, 125}, {-3, -116}, {-2, 85}, {-1, -44}, {0, 13}, {1, 1}, {2, -3}, {3, 1}}, {{-6, 1}, {-5, 1}, {-4, -8}, {-2, 37}, {-1, -72}, {0, 83}, {1, -72}, {2, 37}, {4, -8}, {5, 1}, {6, 1}}}"
"{ 17.,  10.,  -2., 275.}"	"{-0.1339, -0.1070, -0.1447, -0.1119, -0.0911, -0.0727, -0.1221, -0.1714, -0.0271, -0.0209, -0.0574, -0.1197, -0.0586, -0.0045, -0.0740, -0.0458, -0.0050, -0.0429, -0.0854, -0.0373, -0.1129,  0.3014, -0.0693, -0.0047, -0.0248}"	"{22, 16, -2, 387, {{-14, -1}, {-13, 3}, {-12, -4}, {-11, -3}, {-10, 21}, {-9, -42}, {-8, 46}, {-7, -16}, {-6, -47}, {-5, 119}, {-4, -169}, {-3, 180}, {-2, -147}, {-1, 83}, {0, -5}, {1, -58}, {2, 86}, {3, -73}, {4, 37}, {5, -6}, {6, -8}, {7, 7}, {8, -2}}, {{-8, 1}, {-7, -4}, {-6, 7}, {-5, 1}, {-4, -16}, {-3, 19}, {-2, -32}, {-1, 81}, {0, -113}, {1, 81}, {2, -32}, {3, 19}, {4, -16}, {5, 1}, {6, 7}, {7, -4}, {8, 1}}}"
"{ 32.,  20.,   2., 787.}"	"{-0.3853, -0.3034, -0.4133, -0.3205, -0.2618, -0.2060, -0.3493, -0.4961, -0.0781, -0.0617, -0.1674, -0.3423, -0.1698, -0.0120, -0.2168, -0.1312, -0.0092, -0.1198, -0.2486, -0.1073, -0.3217,  0.3363, -0.2008, -0.0142, -0.0749}"	"{21, 12, -4, 33, {{-14, -1}, {-13, 3}, {-12, -4}, {-11, -1}, {-10, 12}, {-9, -21}, {-8, 18}, {-7, -1}, {-6, -24}, {-5, 44}, {-4, -50}, {-3, 42}, {-2, -20}, {-1, -9}, {0, 37}, {1, -49}, {2, 44}, {3, -26}, {4, 8}, {5, 1}, {6, -3}, {7, 1}}, {{-6, 1}, {-5, 1}, {-4, -3}, {-3, -5}, {-2, 12}, {-1, -4}, {0, -3}, {1, -4}, {2, 12}, {3, -5}, {4, -3}, {5, 1}, {6, 1}}}"
"{  19.,   16.,    4., 3429.}"	"{-1.6936, -1.3018, -1.7946, -1.3947, -1.1360, -0.8890, -1.5238, -2.1861, -0.3457, -0.2877, -0.7444, -1.5075, -0.7603, -0.0516, -0.9695, -0.5745, -0.0226, -0.4986, -1.1052, -0.4674, -1.3921, -0.0120, -0.8838, -0.0654, -0.3484}"	"{18, 12, -4, 285, {{-15, -1}, {-13, 9}, {-12, -30}, {-11, 57}, {-10, -75}, {-9, 69}, {-8, -37}, {-7, -12}, {-6, 65}, {-5, -106}, {-4, 125}, {-3, -116}, {-2, 85}, {-1, -44}, {0, 13}, {1, 1}, {2, -3}, {3, 1}}, {{-6, 1}, {-5, 1}, {-4, -8}, {-2, 37}, {-1, -72}, {0, 83}, {1, -72}, {2, 37}, {4, -8}, {5, 1}, {6, 1}}}"
"{17., 16.,  8.,  9.}"	"{-0.0119, -0.0118, -0.0112, -0.0076, -0.0087, -0.0075, -0.0119, -0.0129, -0.0056, -0.0043, -0.0027, -0.0083, -0.0057, -0.0008, -0.0041, -0.0111,  0.0780, -0.0076, -0.0041, -0.0024, -0.0149,  0.7281, -0.0011,  0.6916,  0.6791}"	"{12, 6, 0, 33, {{-9, -1}, {-8, 3}, {-7, -5}, {-6, 7}, {-5, -8}, {-4, 7}, {-3, -5}, {-2, 3}, {0, -1}, {1, 2}, {2, -2}, {3, 1}}, {{-3, -2}, {-2, 6}, {-1, -6}, {0, 5}, {1, -6}, {2, 6}, {3, -2}}}"
"{ 8.,  6., -6., 23.}"	"{-0.0112, -0.0124, -0.0127, -0.0105, -0.0069, -0.0070, -0.0126, -0.0138, -0.0033, -0.0021, -0.0051, -0.0117, -0.0045, -0.0014, -0.0041, -0.0051, -0.0021, -0.0057, -0.0064, -0.0019, -0.0119,  0.2479, -0.0039,  0.0905, -0.0012}"	"{10, 4, 2, 19, {{0, 1}, {1, -1}, {2, 1}, {3, 1}, {4, -2}, {5, 3}, {6, -4}, {7, 4}, {8, -4}, {9, 3}, {10, -1}}, {{-2, -1}, {-1, 5}, {0, -7}, {1, 5}, {2, -1}}}"
"{ 8.,  4.,  2., 27.}"	"{-1.3437e-02, -1.1872e-02, -1.4237e-02, -1.0995e-02, -9.4316e-03, -7.6177e-03, -1.3462e-02, -1.5740e-02, -3.1389e-03, -2.3855e-03, -5.4142e-03, -1.1198e-02, -5.6151e-03, -8.9217e-04, -5.9127e-03, -5.1609e-03, -9.2992e-04, -6.5349e-03, -7.1822e-03, -3.4554e-03, -1.2701e-02,  1.9850e-01, -6.1450e-03, -1.4310e-04,  2.0875e-02}"	"{11, 10, -4, 137, {{-9, -2}, {-8, 5}, {-7, -10}, {-6, 15}, {-5, -19}, {-4, 22}, {-3, -20}, {-2, 18}, {-1, -13}, {0, 8}, {1, -4}, {2, 1}}, {{-5, -1}, {-4, 6}, {-3, -14}, {-2, 20}, {-1, -19}, {0, 17}, {1, -19}, {2, 20}, {3, -14}, {4, 6}, {5, -1}}}"
"{ 22.,  18.,   8., 865.}"	"{-0.4258, -0.3300, -0.4529, -0.3513, -0.2875, -0.2246, -0.3845, -0.5474, -0.0859, -0.0706, -0.1860, -0.3765, -0.1896, -0.0131, -0.2411, -0.1440, -0.0071, -0.1298, -0.2753, -0.1179, -0.3518,  0.0288, -0.2211, -0.0161, -0.0831}"	"{21, 12, -4, 33, {{-14, -1}, {-13, 3}, {-12, -4}, {-11, -1}, {-10, 12}, {-9, -21}, {-8, 18}, {-7, -1}, {-6, -24}, {-5, 44}, {-4, -50}, {-3, 42}, {-2, -20}, {-1, -9}, {0, 37}, {1, -49}, {2, 44}, {3, -26}, {4, 8}, {5, 1}, {6, -3}, {7, 1}}, {{-6, 1}, {-5, 1}, {-4, -3}, {-3, -5}, {-2, 12}, {-1, -4}, {0, -3}, {1, -4}, {2, 12}, {3, -5}, {4, -3}, {5, 1}, {6, 1}}}"
