"Input invariants"	"Petal permutation"	"Actual invariants"
"{ 14.,  14.,   8., 841.}"	"{ -73.3527, -108.8933, -111.5144, -125.2965, -156.9464, -135.8474,-154.3328, -160.6066, -106.8581, -136.6026, -124.1239, -144.3628,-130.5836, -125.3289, -145.0802, -155.6567, -103.9905, -118.5349,-148.5282,  -94.9214, -123.4399,  -96.9592, -118.2078,  -81.4716,-101.3451}"	"{18, 10, 0, 249, {{-10, 2}, {-9, -4}, {-8, 5}, {-7, -2}, {-6, -5}, {-5, 7}, {-4, -1}, {-3, -13}, {-2, 30}, {-1, -45}, {0, 54}, {1, -52}, {2, 42}, {3, -24}, {4, 6}, {5, 5}, {6, -7}, {7, 4}, {8, -1}}, {{-5, -2}, {-4, 8}, {-3, -18}, {-2, 30}, {-1, -42}, {0, 49}, {1, -42}, {2, 30}, {3, -18}, {4, 8}, {5, -2}}}"
"{  26.,   20.,    6., 5283.}"	"{-454.9241, -675.1483, -691.4264, -777.0110, -973.2588, -842.3502,-956.8391, -995.7634, -662.5156, -847.0584, -769.6520, -895.0255,-809.6334, -777.0450, -899.5107, -965.1522, -644.6685, -735.0731,-920.9273, -588.6528, -765.3356, -601.1450, -732.9127, -505.1461,-628.2686}"	"{18, 10, 0, 249, {{-10, 2}, {-9, -4}, {-8, 5}, {-7, -2}, {-6, -5}, {-5, 7}, {-4, -1}, {-3, -13}, {-2, 30}, {-1, -45}, {0, 54}, {1, -52}, {2, 42}, {3, -24}, {4, 6}, {5, 5}, {6, -7}, {7, 4}, {8, -1}}, {{-5, -2}, {-4, 8}, {-3, -18}, {-2, 30}, {-1, -42}, {0, 49}, {1, -42}, {2, 30}, {3, -18}, {4, 8}, {5, -2}}}"
"{ 14.,  10.,   4., 457.}"	"{-40.3221, -59.8739, -61.3132, -68.8823, -86.2831, -74.6886, -84.8630,-88.3108, -58.7557, -75.1035, -68.2430, -79.3809, -71.8008, -68.9115,-79.7698, -85.5812, -57.1857, -65.1650, -81.6663, -52.1824, -67.8727,-53.3135, -64.9950, -44.7957, -55.7312}"	"{18, 10, 0, 249, {{-10, 2}, {-9, -4}, {-8, 5}, {-7, -2}, {-6, -5}, {-5, 7}, {-4, -1}, {-3, -13}, {-2, 30}, {-1, -45}, {0, 54}, {1, -52}, {2, 42}, {3, -24}, {4, 6}, {5, 5}, {6, -7}, {7, 4}, {8, -1}}, {{-5, -2}, {-4, 8}, {-3, -18}, {-2, 30}, {-1, -42}, {0, 49}, {1, -42}, {2, 30}, {3, -18}, {4, 8}, {5, -2}}}"
"{ 22.,  22.,  -8., 181.}"	"{-17.4883, -26.0026, -26.6240, -29.8902, -37.4489, -32.4193, -36.8729,-38.3732, -25.5161, -32.5986, -29.6326, -34.4891, -31.1817, -29.9337,-34.6488, -37.1561, -24.8535, -28.2780, -35.4674, -22.6464, -29.4761,-23.1597, -28.2270, -19.4556, -24.2257}"	"{18, 10, 0, 249, {{-10, 2}, {-9, -4}, {-8, 5}, {-7, -2}, {-6, -5}, {-5, 7}, {-4, -1}, {-3, -13}, {-2, 30}, {-1, -45}, {0, 54}, {1, -52}, {2, 42}, {3, -24}, {4, 6}, {5, 5}, {6, -7}, {7, 4}, {8, -1}}, {{-5, -2}, {-4, 8}, {-3, -18}, {-2, 30}, {-1, -42}, {0, 49}, {1, -42}, {2, 30}, {3, -18}, {4, 8}, {5, -2}}}"
"{14.,  2.,  0.,  9.}"	"{-2.0653, -3.1144, -3.1776, -3.5445, -4.4448, -3.8658, -4.4200, -4.5923,-3.0559, -3.8803, -3.5299, -4.1383, -3.7312, -3.5812, -4.1424, -4.4346,-2.9890, -3.3546, -4.2449, -2.6898, -3.5276, -2.7753, -3.3759, -2.3276,-2.9192}"	"{17, 12, 0, 129, {{-8, 2}, {-7, -4}, {-6, 6}, {-5, -5}, {-4, -3}, {-3, 12}, {-2, -19}, {-1, 19}, {0, -10}, {1, -3}, {2, 19}, {3, -32}, {4, 39}, {5, -36}, {6, 26}, {7, -14}, {8, 5}, {9, -1}}, {{-6, -1}, {-5, 3}, {-4, -3}, {-3, -3}, {-2, 16}, {-1, -32}, {0, 41}, {1, -32}, {2, 16}, {3, -3}, {4, -3}, {5, 3}, {6, -1}}}"
"{0., 0., 0., 1.}"	"{-0.4362, -0.6536, -0.6662, -0.7424, -0.9324, -0.8108, -0.9305, -0.9636,-0.6424, -0.8170, -0.7415, -0.8702, -0.7840, -0.7533, -0.8718, -0.9320,-0.6285, -0.7041, -0.8895, -0.5652, -0.7424, -0.5824, -0.7090, -0.4888,-0.6124}"	"{18, 12, 0, 137, {{-10, 2}, {-9, -3}, {-8, 3}, {-7, -1}, {-6, -1}, {-5, -6}, {-4, 18}, {-3, -32}, {-2, 42}, {-1, -43}, {0, 37}, {1, -22}, {2, 4}, {3, 13}, {4, -22}, {5, 21}, {6, -13}, {7, 5}, {8, -1}}, {{-6, -1}, {-5, 2}, {-4, -1}, {-3, -4}, {-2, 16}, {-1, -32}, {0, 41}, {1, -32}, {2, 16}, {3, -4}, {4, -1}, {5, 2}, {6, -1}}}"
"{  21.,   10.,   -2., 1003.}"	"{ -87.3865, -129.7207, -132.8472, -149.2716, -186.9760, -161.8356,-183.8565, -191.3336, -127.2947, -162.7379, -147.8704, -171.9798,-155.5633, -149.3015, -172.8288, -185.4309, -123.8813, -141.2147,-176.9457, -113.0842, -147.0491, -115.5060, -140.8201,  -97.0569,-120.7306}"	"{18, 10, 0, 249, {{-10, 2}, {-9, -4}, {-8, 5}, {-7, -2}, {-6, -5}, {-5, 7}, {-4, -1}, {-3, -13}, {-2, 30}, {-1, -45}, {0, 54}, {1, -52}, {2, 42}, {3, -24}, {4, 6}, {5, 5}, {6, -7}, {7, 4}, {8, -1}}, {{-5, -2}, {-4, 8}, {-3, -18}, {-2, 30}, {-1, -42}, {0, 49}, {1, -42}, {2, 30}, {3, -18}, {4, 8}, {5, -2}}}"
"{ 24.,  16.,   0., 533.}"	"{ -47.3591,  -70.3328,  -72.0242,  -80.9113, -101.3513,  -87.7326, -99.6916, -103.7444,  -69.0184,  -88.2182,  -80.1638,  -93.2526, -84.3431,  -80.9499,  -93.7041, -100.5268,  -67.1796,  -76.5437, -95.9344,  -61.2949,  -79.7272,  -62.6277,  -76.3488,  -52.6211, -65.4724}"	"{18, 10, 0, 249, {{-10, 2}, {-9, -4}, {-8, 5}, {-7, -2}, {-6, -5}, {-5, 7}, {-4, -1}, {-3, -13}, {-2, 30}, {-1, -45}, {0, 54}, {1, -52}, {2, 42}, {3, -24}, {4, 6}, {5, 5}, {6, -7}, {7, 4}, {8, -1}}, {{-5, -2}, {-4, 8}, {-3, -18}, {-2, 30}, {-1, -42}, {0, 49}, {1, -42}, {2, 30}, {3, -18}, {4, 8}, {5, -2}}}"
"{ 2.2000e+01,  1.6000e+01, -4.0000e+00,  4.0930e+03}"	"{-352.7008, -523.4387, -536.0607, -602.4145, -754.5651, -653.0685,-741.8390, -772.0180, -513.6439, -656.7224, -596.7112, -693.9130,-627.7054, -602.4418, -697.3881, -748.2785, -499.8110, -569.8997,-713.9933, -456.3816, -593.3606, -466.0666, -568.2255, -391.6384,-487.0973}"	"{18, 10, 0, 249, {{-10, 2}, {-9, -4}, {-8, 5}, {-7, -2}, {-6, -5}, {-5, 7}, {-4, -1}, {-3, -13}, {-2, 30}, {-1, -45}, {0, 54}, {1, -52}, {2, 42}, {3, -24}, {4, 6}, {5, 5}, {6, -7}, {7, 4}, {8, -1}}, {{-5, -2}, {-4, 8}, {-3, -18}, {-2, 30}, {-1, -42}, {0, 49}, {1, -42}, {2, 30}, {3, -18}, {4, 8}, {5, -2}}}"
"{ 27.,  22.,   6., 403.}"	"{-36.6054, -54.3906, -55.6938, -62.5485, -78.3530, -67.8335, -77.0976,-80.2294, -53.3751, -68.2049, -61.9822, -72.1179, -65.2222, -62.6004,-72.4627, -77.7301, -51.9618, -59.1722, -74.1825, -47.3825, -61.6552,-48.4327, -59.0401, -40.6907, -50.6420}"	"{18, 10, 0, 249, {{-10, 2}, {-9, -4}, {-8, 5}, {-7, -2}, {-6, -5}, {-5, 7}, {-4, -1}, {-3, -13}, {-2, 30}, {-1, -45}, {0, 54}, {1, -52}, {2, 42}, {3, -24}, {4, 6}, {5, 5}, {6, -7}, {7, 4}, {8, -1}}, {{-5, -2}, {-4, 8}, {-3, -18}, {-2, 30}, {-1, -42}, {0, 49}, {1, -42}, {2, 30}, {3, -18}, {4, 8}, {5, -2}}}"
"{2.0000e+01, 1.4000e+01, 4.0000e+00, 5.6570e+03}"	"{ -486.5773,  -722.1044,  -739.5175,  -831.0663, -1040.9646,  -900.9436,-1023.3840, -1065.0157,  -708.5927,  -905.9824,  -823.1879,  -957.2706, -865.9448,  -831.0884,  -962.0720, -1032.2854,  -689.4975,  -786.2113, -984.9805,  -629.6055,  -818.5650,  -642.9535,  -783.8879,  -540.2802, -671.9564}"	"{18, 10, 0, 249, {{-10, 2}, {-9, -4}, {-8, 5}, {-7, -2}, {-6, -5}, {-5, 7}, {-4, -1}, {-3, -13}, {-2, 30}, {-1, -45}, {0, 54}, {1, -52}, {2, 42}, {3, -24}, {4, 6}, {5, 5}, {6, -7}, {7, 4}, {8, -1}}, {{-5, -2}, {-4, 8}, {-3, -18}, {-2, 30}, {-1, -42}, {0, 49}, {1, -42}, {2, 30}, {3, -18}, {4, 8}, {5, -2}}}"
"{ 24.,  12.,   0., 893.}"	"{ -78.1040, -115.9564, -118.7490, -133.4232, -167.1243, -144.6589,-164.3493, -171.0318, -113.7886, -145.4630, -132.1744, -153.7336,-139.0563, -133.4588, -154.4873, -165.7497, -110.7417, -126.2213,-158.1693, -101.0765, -131.4458, -103.2500, -125.8763,  -86.7571,-107.9258}"	"{18, 10, 0, 249, {{-10, 2}, {-9, -4}, {-8, 5}, {-7, -2}, {-6, -5}, {-5, 7}, {-4, -1}, {-3, -13}, {-2, 30}, {-1, -45}, {0, 54}, {1, -52}, {2, 42}, {3, -24}, {4, 6}, {5, 5}, {6, -7}, {7, 4}, {8, -1}}, {{-5, -2}, {-4, 8}, {-3, -18}, {-2, 30}, {-1, -42}, {0, 49}, {1, -42}, {2, 30}, {3, -18}, {4, 8}, {5, -2}}}"
"{ 9.,  4.,  4., 41.}"	"{-4.3343, -6.4567, -6.6071, -7.4094, -9.2843, -8.0449, -9.1573, -9.5234,-6.3383, -8.0885, -7.3496, -8.5652, -7.7446, -7.4318, -8.6021, -9.2215,-6.1766, -7.0109, -8.8042, -5.6130, -7.3204, -5.7513, -7.0077, -4.8300,-6.0196}"	"{18, 10, 0, 249, {{-10, 2}, {-9, -4}, {-8, 5}, {-7, -2}, {-6, -5}, {-5, 7}, {-4, -1}, {-3, -13}, {-2, 30}, {-1, -45}, {0, 54}, {1, -52}, {2, 42}, {3, -24}, {4, 6}, {5, 5}, {6, -7}, {7, 4}, {8, -1}}, {{-5, -2}, {-4, 8}, {-3, -18}, {-2, 30}, {-1, -42}, {0, 49}, {1, -42}, {2, 30}, {3, -18}, {4, 8}, {5, -2}}}"
"{13., 16., -8., 29.}"	"{-4.2328, -6.3348, -6.4756, -7.2513, -9.0895, -7.8776, -8.9893, -9.3546,-6.2143, -7.9192, -7.2066, -8.4099, -7.5910, -7.2950, -8.4430, -9.0381,-6.0705, -6.8614, -8.6333, -5.4997, -7.1814, -5.6443, -6.8713, -4.7394,-5.9205}"	"{17, 12, 0, 129, {{-8, 2}, {-7, -4}, {-6, 6}, {-5, -5}, {-4, -3}, {-3, 12}, {-2, -19}, {-1, 19}, {0, -10}, {1, -3}, {2, 19}, {3, -32}, {4, 39}, {5, -36}, {6, 26}, {7, -14}, {8, 5}, {9, -1}}, {{-6, -1}, {-5, 3}, {-4, -3}, {-3, -3}, {-2, 16}, {-1, -32}, {0, 41}, {1, -32}, {2, 16}, {3, -3}, {4, -3}, {5, 3}, {6, -1}}}"
"{ 27.,  12.,   2., 551.}"	"{ -48.8888,  -72.6076,  -74.3552,  -83.5266, -104.6275,  -90.5715,-102.9160, -107.0984,  -71.2513,  -91.0718,  -82.7543,  -96.2699, -87.0740,  -83.5676,  -96.7336, -103.7777,  -69.3540,  -79.0184, -99.0396,  -63.2745,  -82.3062,  -64.6536,  -78.8189,  -54.3231, -67.5912}"	"{18, 10, 0, 249, {{-10, 2}, {-9, -4}, {-8, 5}, {-7, -2}, {-6, -5}, {-5, 7}, {-4, -1}, {-3, -13}, {-2, 30}, {-1, -45}, {0, 54}, {1, -52}, {2, 42}, {3, -24}, {4, 6}, {5, 5}, {6, -7}, {7, 4}, {8, -1}}, {{-5, -2}, {-4, 8}, {-3, -18}, {-2, 30}, {-1, -42}, {0, 49}, {1, -42}, {2, 30}, {3, -18}, {4, 8}, {5, -2}}}"
"{0., 0., 0., 1.}"	"{-0.4573, -0.6855, -0.6984, -0.7787, -0.9781, -0.8503, -0.9755, -1.0103,-0.6734, -0.8569, -0.7770, -0.9124, -0.8221, -0.7898, -0.9142, -0.9773,-0.6592, -0.7385, -0.9331, -0.5928, -0.7788, -0.6113, -0.7435, -0.5125,-0.6425}"	"{19, 12, 0, 413, {{-9, 2}, {-8, -3}, {-7, 3}, {-6, -1}, {-5, -1}, {-4, -5}, {-3, 14}, {-2, -21}, {-1, 19}, {0, -3}, {1, -22}, {2, 52}, {3, -77}, {4, 92}, {5, -91}, {6, 73}, {7, -46}, {8, 22}, {9, -7}, {10, 1}}, {{-6, -1}, {-5, -1}, {-4, 14}, {-3, -37}, {-2, 57}, {-1, -65}, {0, 67}, {1, -65}, {2, 57}, {3, -37}, {4, 14}, {5, -1}, {6, -1}}}"
"{ 19.,  10.,   2., 427.}"	"{-37.9315, -56.3328, -57.6877, -64.8037, -81.1753, -70.2694, -79.8478,-83.0918, -55.2809, -70.6586, -64.2057, -74.6904, -67.5560, -64.8366,-75.0517, -80.5169, -53.8080, -61.3064, -76.8387, -49.0921, -63.8581,-50.1615, -61.1515, -42.1465, -52.4402}"	"{18, 10, 0, 249, {{-10, 2}, {-9, -4}, {-8, 5}, {-7, -2}, {-6, -5}, {-5, 7}, {-4, -1}, {-3, -13}, {-2, 30}, {-1, -45}, {0, 54}, {1, -52}, {2, 42}, {3, -24}, {4, 6}, {5, 5}, {6, -7}, {7, 4}, {8, -1}}, {{-5, -2}, {-4, 8}, {-3, -18}, {-2, 30}, {-1, -42}, {0, 49}, {1, -42}, {2, 30}, {3, -18}, {4, 8}, {5, -2}}}"
"{ 21.,  10.,   6., 107.}"	"{-10.5784, -15.7512, -16.1246, -18.0907, -22.6642, -19.6336, -22.3353,-23.2387, -15.4612, -19.7372, -17.9373, -20.8936, -18.8917, -18.1299,-20.9827, -22.4996, -15.0629, -17.1150, -21.4825, -13.7023, -17.8560,-14.0286, -17.0962, -11.7834, -14.6807}"	"{18, 10, 0, 249, {{-10, 2}, {-9, -4}, {-8, 5}, {-7, -2}, {-6, -5}, {-5, 7}, {-4, -1}, {-3, -13}, {-2, 30}, {-1, -45}, {0, 54}, {1, -52}, {2, 42}, {3, -24}, {4, 6}, {5, 5}, {6, -7}, {7, 4}, {8, -1}}, {{-5, -2}, {-4, 8}, {-3, -18}, {-2, 30}, {-1, -42}, {0, 49}, {1, -42}, {2, 30}, {3, -18}, {4, 8}, {5, -2}}}"
"{0., 0., 0., 1.}"	"{-0.4718, -0.7078, -0.7217, -0.8042, -1.0100, -0.8784, -1.0080, -1.0447,-0.6959, -0.8850, -0.8030, -0.9427, -0.8494, -0.8163, -0.9446, -1.0096,-0.6813, -0.7631, -0.9639, -0.6127, -0.8047, -0.6312, -0.7681, -0.5296,-0.6637}"	"{19, 12, 0, 413, {{-9, 2}, {-8, -3}, {-7, 3}, {-6, -1}, {-5, -1}, {-4, -5}, {-3, 14}, {-2, -21}, {-1, 19}, {0, -3}, {1, -22}, {2, 52}, {3, -77}, {4, 92}, {5, -91}, {6, 73}, {7, -46}, {8, 22}, {9, -7}, {10, 1}}, {{-6, -1}, {-5, -1}, {-4, 14}, {-3, -37}, {-2, 57}, {-1, -65}, {0, 67}, {1, -65}, {2, 57}, {3, -37}, {4, 14}, {5, -1}, {6, -1}}}"
"{ 6.,  4., -2., 11.}"	"{-1.8176, -2.7225, -2.7813, -3.1112, -3.9003, -3.3843, -3.8651, -4.0175,-2.6716, -3.4025, -3.0940, -3.6159, -3.2634, -3.1346, -3.6276, -3.8835,-2.6105, -2.9450, -3.7102, -2.3605, -3.0867, -2.4259, -2.9529, -2.0362,-2.5458}"	"{17, 12, 0, 129, {{-8, 2}, {-7, -4}, {-6, 6}, {-5, -5}, {-4, -3}, {-3, 12}, {-2, -19}, {-1, 19}, {0, -10}, {1, -3}, {2, 19}, {3, -32}, {4, 39}, {5, -36}, {6, 26}, {7, -14}, {8, 5}, {9, -1}}, {{-6, -1}, {-5, 3}, {-4, -3}, {-3, -3}, {-2, 16}, {-1, -32}, {0, 41}, {1, -32}, {2, 16}, {3, -3}, {4, -3}, {5, 3}, {6, -1}}}"
"{  23.,   20.,    8., 1429.}"	"{-124.3323, -184.5649, -189.0090, -212.3767, -266.0212, -230.2538,-261.5789, -272.2161, -181.1136, -231.5359, -210.3834, -244.6813,-221.3275, -212.4208, -245.8972, -263.8269, -176.2506, -200.9142,-251.7466, -160.8910, -209.2190, -164.3373, -200.3529, -138.0882,-171.7688}"	"{18, 10, 0, 249, {{-10, 2}, {-9, -4}, {-8, 5}, {-7, -2}, {-6, -5}, {-5, 7}, {-4, -1}, {-3, -13}, {-2, 30}, {-1, -45}, {0, 54}, {1, -52}, {2, 42}, {3, -24}, {4, 6}, {5, 5}, {6, -7}, {7, 4}, {8, -1}}, {{-5, -2}, {-4, 8}, {-3, -18}, {-2, 30}, {-1, -42}, {0, 49}, {1, -42}, {2, 30}, {3, -18}, {4, 8}, {5, -2}}}"
"{  28.,   14.,    0., 1385.}"	"{-120.5252, -178.9137, -183.2250, -205.8784, -257.8803, -223.2074,-253.5752, -263.8875, -175.5680, -224.4510, -203.9443, -237.1955,-214.5550, -205.9183, -238.3675, -255.7497, -170.8579, -194.7662,-244.0460, -155.9672, -202.8131, -159.3073, -194.2211, -133.8621,-166.5127}"	"{18, 10, 0, 249, {{-10, 2}, {-9, -4}, {-8, 5}, {-7, -2}, {-6, -5}, {-5, 7}, {-4, -1}, {-3, -13}, {-2, 30}, {-1, -45}, {0, 54}, {1, -52}, {2, 42}, {3, -24}, {4, 6}, {5, 5}, {6, -7}, {7, 4}, {8, -1}}, {{-5, -2}, {-4, 8}, {-3, -18}, {-2, 30}, {-1, -42}, {0, 49}, {1, -42}, {2, 30}, {3, -18}, {4, 8}, {5, -2}}}"
"{2.0000e+01, 1.6000e+01, 4.0000e+00, 4.6170e+03}"	"{-397.4771, -589.8864, -604.1094, -678.8889, -850.3536, -735.9745,-836.0040, -870.0125, -578.8491, -740.0896, -672.4579, -781.9956,-707.3881, -678.9157, -785.9155, -843.2690, -563.2546, -642.2468,-804.6273, -514.3171, -668.6847, -525.2291, -640.3564, -441.3535,-548.9254}"	"{18, 10, 0, 249, {{-10, 2}, {-9, -4}, {-8, 5}, {-7, -2}, {-6, -5}, {-5, 7}, {-4, -1}, {-3, -13}, {-2, 30}, {-1, -45}, {0, 54}, {1, -52}, {2, 42}, {3, -24}, {4, 6}, {5, 5}, {6, -7}, {7, 4}, {8, -1}}, {{-5, -2}, {-4, 8}, {-3, -18}, {-2, 30}, {-1, -42}, {0, 49}, {1, -42}, {2, 30}, {3, -18}, {4, 8}, {5, -2}}}"
"{ 14.,   8.,   4., 105.}"	"{-10.0585, -14.9631, -15.3196, -17.1940, -21.5405, -18.6556, -21.2155,-22.0737, -14.6861, -18.7563, -17.0446, -19.8457, -17.9457, -17.2231,-19.9348, -21.3788, -14.3043, -16.2670, -20.4076, -13.0240, -16.9627,-13.3261, -16.2419, -11.1940, -13.9406}"	"{18, 10, 0, 249, {{-10, 2}, {-9, -4}, {-8, 5}, {-7, -2}, {-6, -5}, {-5, 7}, {-4, -1}, {-3, -13}, {-2, 30}, {-1, -45}, {0, 54}, {1, -52}, {2, 42}, {3, -24}, {4, 6}, {5, 5}, {6, -7}, {7, 4}, {8, -1}}, {{-5, -2}, {-4, 8}, {-3, -18}, {-2, 30}, {-1, -42}, {0, 49}, {1, -42}, {2, 30}, {3, -18}, {4, 8}, {5, -2}}}"
"{ 21.,  18., -10., 563.}"	"{ -49.9482,  -74.1618,  -75.9475,  -85.3270, -106.8839,  -92.5119,-105.1221, -109.3989,  -72.7729,  -93.0288,  -84.5382,  -98.3300, -88.9341,  -85.3598,  -98.8103, -106.0057,  -70.8329,  -80.7214,-101.1604,  -64.6436,  -84.0677,  -66.0384,  -80.5078,  -55.4881, -69.0341}"	"{18, 10, 0, 249, {{-10, 2}, {-9, -4}, {-8, 5}, {-7, -2}, {-6, -5}, {-5, 7}, {-4, -1}, {-3, -13}, {-2, 30}, {-1, -45}, {0, 54}, {1, -52}, {2, 42}, {3, -24}, {4, 6}, {5, 5}, {6, -7}, {7, 4}, {8, -1}}, {{-5, -2}, {-4, 8}, {-3, -18}, {-2, 30}, {-1, -42}, {0, 49}, {1, -42}, {2, 30}, {3, -18}, {4, 8}, {5, -2}}}"
"{ 20.,  18.,  -6., 155.}"	"{-14.9829, -22.2796, -22.8112, -25.6091, -32.0846, -27.7770, -31.5932,-32.8778, -21.8633, -27.9308, -25.3883, -29.5511, -26.7177, -25.6472,-29.6865, -31.8351, -21.2957, -24.2278, -30.3892, -19.4027, -25.2560,-19.8433, -24.1851, -16.6698, -20.7578}"	"{18, 10, 0, 249, {{-10, 2}, {-9, -4}, {-8, 5}, {-7, -2}, {-6, -5}, {-5, 7}, {-4, -1}, {-3, -13}, {-2, 30}, {-1, -45}, {0, 54}, {1, -52}, {2, 42}, {3, -24}, {4, 6}, {5, 5}, {6, -7}, {7, 4}, {8, -1}}, {{-5, -2}, {-4, 8}, {-3, -18}, {-2, 30}, {-1, -42}, {0, 49}, {1, -42}, {2, 30}, {3, -18}, {4, 8}, {5, -2}}}"
"{ 2.2000e+01,  1.4000e+01, -4.0000e+00,  1.0829e+04}"	"{ -930.2116, -1380.4297, -1413.7257, -1588.7692, -1990.0321, -1722.3323,-1956.3730, -2035.9666, -1354.5972, -1731.9718, -1573.6893, -1829.9845,-1655.4073, -1588.7737, -1839.1748, -1973.4142, -1318.0776, -1503.0175,-1882.9724, -1203.6345, -1564.8309, -1229.1177, -1498.5447, -1032.8455,-1284.5447}"	"{18, 10, 0, 249, {{-10, 2}, {-9, -4}, {-8, 5}, {-7, -2}, {-6, -5}, {-5, 7}, {-4, -1}, {-3, -13}, {-2, 30}, {-1, -45}, {0, 54}, {1, -52}, {2, 42}, {3, -24}, {4, 6}, {5, 5}, {6, -7}, {7, 4}, {8, -1}}, {{-5, -2}, {-4, 8}, {-3, -18}, {-2, 30}, {-1, -42}, {0, 49}, {1, -42}, {2, 30}, {3, -18}, {4, 8}, {5, -2}}}"
"{ 2.1000e+01,  1.4000e+01, -2.0000e+00,  2.0030e+03}"	"{-173.3063, -257.2247, -263.4258, -296.0179, -370.7854, -320.9177,-364.5570, -379.3860, -252.4125, -322.7111, -293.2254, -341.0055,-308.4636, -296.0494, -342.7056, -367.7061, -245.6250, -280.0406,-350.8649, -224.2581, -291.5854, -229.0334, -279.2330, -192.4555,-239.3777}"	"{18, 10, 0, 249, {{-10, 2}, {-9, -4}, {-8, 5}, {-7, -2}, {-6, -5}, {-5, 7}, {-4, -1}, {-3, -13}, {-2, 30}, {-1, -45}, {0, 54}, {1, -52}, {2, 42}, {3, -24}, {4, 6}, {5, 5}, {6, -7}, {7, 4}, {8, -1}}, {{-5, -2}, {-4, 8}, {-3, -18}, {-2, 30}, {-1, -42}, {0, 49}, {1, -42}, {2, 30}, {3, -18}, {4, 8}, {5, -2}}}"
"{ 22.,  20.,  -6., 959.}"	"{ -84.0482, -124.7713, -127.7765, -143.5697, -179.8373, -155.6543,-176.8455, -184.0391, -122.4360, -156.5231, -142.2294, -165.4202,-149.6242, -143.6069, -166.2379, -178.3535, -119.1575, -135.8208,-170.1920, -108.7669, -141.4382, -111.1003, -135.4468,  -93.3534,-116.1292}"	"{18, 10, 0, 249, {{-10, 2}, {-9, -4}, {-8, 5}, {-7, -2}, {-6, -5}, {-5, 7}, {-4, -1}, {-3, -13}, {-2, 30}, {-1, -45}, {0, 54}, {1, -52}, {2, 42}, {3, -24}, {4, 6}, {5, 5}, {6, -7}, {7, 4}, {8, -1}}, {{-5, -2}, {-4, 8}, {-3, -18}, {-2, 30}, {-1, -42}, {0, 49}, {1, -42}, {2, 30}, {3, -18}, {4, 8}, {5, -2}}}"
"{ 20.,   8.,   2., 111.}"	"{-10.7917, -16.0596, -16.4429, -18.4523, -23.1166, -20.0221, -22.7726,-23.6945, -15.7621, -20.1290, -18.2927, -21.3031, -19.2623, -18.4850,-21.3941, -22.9430, -15.3554, -17.4566, -21.9058, -13.9762, -18.2052,-14.3035, -17.4326, -12.0147, -14.9656}"	"{18, 10, 0, 249, {{-10, 2}, {-9, -4}, {-8, 5}, {-7, -2}, {-6, -5}, {-5, 7}, {-4, -1}, {-3, -13}, {-2, 30}, {-1, -45}, {0, 54}, {1, -52}, {2, 42}, {3, -24}, {4, 6}, {5, 5}, {6, -7}, {7, 4}, {8, -1}}, {{-5, -2}, {-4, 8}, {-3, -18}, {-2, 30}, {-1, -42}, {0, 49}, {1, -42}, {2, 30}, {3, -18}, {4, 8}, {5, -2}}}"
"{  21.,   12.,    0., 2705.}"	"{-233.4370, -346.4551, -354.8084, -398.7181, -499.4224, -432.2517,-491.0129, -510.9860, -339.9733, -434.6667, -394.9472, -459.2930,-415.4692, -398.7456, -461.5876, -495.2679, -330.8227, -377.1978,-472.5800, -302.0623, -392.7352, -308.4821, -376.0981, -259.2181,-322.4069}"	"{18, 10, 0, 249, {{-10, 2}, {-9, -4}, {-8, 5}, {-7, -2}, {-6, -5}, {-5, 7}, {-4, -1}, {-3, -13}, {-2, 30}, {-1, -45}, {0, 54}, {1, -52}, {2, 42}, {3, -24}, {4, 6}, {5, 5}, {6, -7}, {7, 4}, {8, -1}}, {{-5, -2}, {-4, 8}, {-3, -18}, {-2, 30}, {-1, -42}, {0, 49}, {1, -42}, {2, 30}, {3, -18}, {4, 8}, {5, -2}}}"
"{ 17.,  14.,   4., 129.}"	"{-12.4352, -18.4988, -18.9383, -21.2563, -26.6306, -23.0618, -26.2288,-27.2917, -18.1556, -23.1861, -21.0732, -24.5346, -22.1842, -21.2929,-24.6464, -26.4297, -17.6834, -20.1103, -25.2284, -16.1026, -20.9703,-16.4753, -20.0790, -13.8393, -17.2349}"	"{18, 10, 0, 249, {{-10, 2}, {-9, -4}, {-8, 5}, {-7, -2}, {-6, -5}, {-5, 7}, {-4, -1}, {-3, -13}, {-2, 30}, {-1, -45}, {0, 54}, {1, -52}, {2, 42}, {3, -24}, {4, 6}, {5, 5}, {6, -7}, {7, 4}, {8, -1}}, {{-5, -2}, {-4, 8}, {-3, -18}, {-2, 30}, {-1, -42}, {0, 49}, {1, -42}, {2, 30}, {3, -18}, {4, 8}, {5, -2}}}"
